,car_age,car_age_category,car_brand,car_city,car_country,car_fuel,car_id,car_mileage,car_model,car_price
38203,1,New,Hyundai,Chelyabinsk,KR,gasoline,38203,5.5k,Sonata,3270.0k
38208,14,Old,Kia,Chelyabinsk,KR,gasoline,38208,220.0k,Ceed,800.0k
38212,46,Old,UAZ,Chita,RUS,diesel,38212,58.0k,469,200.0k
38227,6,Middle,Renault,Chelyabinsk,FR,gasoline,38227,56.8k,Kaptur,1562.0k
38228,5,Middle,Toyota,Chelyabinsk,JP,gasoline,38228,15.0k,Corolla,2250.0k
38254,2,New,UAZ,Irkutsk,RUS,gasoline,38254,43.0k,Buhanka,930.0k
38257,3,New,Kia,Chelyabinsk,KR,gasoline,38257,87.8k,Rio,1730.0k
38260,11,Old,UAZ,Krasnoyarsk,RUS,gasoline,38260,230.0k,Buhanka,485.0k
38276,10,Old,Volkswagen,Chelyabinsk,DE,gasoline,38276,146.0k,Polo,839.0k
38280,4,Middle,Datsun,Chelyabinsk,JP,gasoline,38280,127.0k,on-DO,550.0k
38284,17,Old,Toyota,Chelyabinsk,JP,gasoline,38284,308.0k,Corolla,765.0k
38295,16,Old,Honda,Chita,JP,gasoline,38295,228.0k,Crossroad,1240.0k
38309,12,Old,Toyota,Chita,JP,gasoline,38309,137.4k,Corolla Fielder,1168.0k
38320,19,Old,Toyota,Chita,JP,gasoline,38320,258.0k,ist,670.0k
38333,24,Old,Toyota,Chita,JP,gasoline,38333,253.0k,RAV4,1040.0k
38336,5,Middle,UAZ,Rostov-on-Don,RUS,gasoline,38336,40.0k,Buhanka,595.0k
38339,15,Old,Nissan,Chita,JP,gasoline,38339,252.4k,X-Trail,1250.0k
38340,7,Middle,Honda,Chita,JP,gasoline,38340,150.0k,Civic,1910.0k
38350,15,Old,Nissan,Chita,JP,gasoline,38350,270.0k,AD,710.0k
38357,25,Old,Mitsubishi,Chita,JP,gasoline,38357,200.0k,Challenger,300.0k
38367,6,Middle,Jeep,Chita,USA,gasoline,38367,54.0k,Wrangler,4350.0k
38377,6,Middle,Toyota,Chita,JP,gasoline,38377,154.0k,Probox,1280.0k
38381,32,Old,Toyota,Chita,JP,gasoline,38381,250.0k,Mark II,390.0k
38382,24,Old,Honda,Chita,JP,gasoline,38382,280.0k,Stream,590.0k
38393,4,Middle,Nissan,Chita,JP,gasoline,38393,77.0k,Terrano,1985.0k
38394,4,Middle,Toyota,Chita,JP,gasoline,38394,43.0k,Raize,1910.0k
38402,35,Old,UAZ,Tomsk,RUS,gasoline,38402,88.9k,Buhanka,230.0k
38418,15,Old,Honda,Chita,JP,gasoline,38418,119.0k,Freed,1140.0k
38438,16,Old,Toyota,Chita,JP,gasoline,38438,250.0k,Allion,1100.0k
38442,23,Old,Toyota,Chita,JP,gasoline,38442,297.0k,Lite Ace Noah,675.0k
38445,15,Old,Mazda,Chita,JP,gasoline,38445,147.0k,Axela,970.0k
38446,22,Old,Toyota,Chita,JP,gasoline,38446,125.0k,ist,555.0k
38449,10,Old,Toyota,Chita,JP,gasoline,38449,130.0k,Corolla Fielder,1180.0k
38455,6,Middle,UAZ,Chelyabinsk,RUS,gasoline,38455,95.0k,Buhanka,680.0k
38460,14,Old,Honda,Chita,JP,gasoline,38460,115.0k,Freed,1150.0k
38461,13,Old,Toyota,Chita,JP,hybrid,38461,194.3k,Prius,960.0k
38464,10,Old,Honda,Chita,JP,hybrid,38464,130.0k,Fit Shuttle,1250.0k
38483,22,Old,Honda,Chita,JP,gasoline,38483,244.7k,Fit,560.0k
38485,17,Old,UAZ,Chita,RUS,gasoline,38485,100,Buhanka,600.0k
38522,10,Old,Mercedes-Benz,Chita,DE,gasoline,38522,95.0k,C-Class,2250.0k
38539,20,Old,UAZ,Chita,RUS,gasoline,38539,92.0k,Buhanka,450.0k
38555,21,Old,Toyota,Chita,JP,gasoline,38555,225.4k,Wish,880.0k
38556,9,Middle,Honda,Chita,JP,gasoline,38556,137.3k,Stepwgn,1790.0k
38559,22,Old,Mazda,Chita,JP,gasoline,38559,288.0k,Tribute,690.0k
38560,15,Old,Subaru,Chita,JP,gasoline,38560,215.7k,Pleo,240.0k
38581,18,Old,Mazda,Chita,JP,gasoline,38581,212.4k,Mazda3,455.0k
38583,22,Old,Subaru,Chita,JP,gasoline,38583,214.2k,Forester,980.0k
38628,24,Old,Nissan,Chita,JP,gasoline,38628,215.0k,Cedric,260.0k
38632,18,Old,Toyota,Chita,JP,gasoline,38632,280,Camry,1170.0k
38640,25,Old,Toyota,Chita,JP,gasoline,38640,281.0k,Harrier,1050.0k
38645,19,Old,Toyota,Chita,JP,gasoline,38645,255.0k,Ractis,640.0k
38647,16,Old,Mitsubishi,Chita,JP,gasoline,38647,258.0k,Lancer,445.0k
38659,10,Old,Toyota,Chita,JP,gasoline,38659,148.0k,Harrier,2745.0k
38665,10,Old,Chevrolet,Chita,USA,gasoline,38665,120.0k,Cruze,830.0k
38667,21,Old,Toyota,Chita,JP,gasoline,38667,300.0k,Succeed,490.0k
38698,7,Middle,Toyota,Chita,JP,hybrid,38698,125.0k,Aqua,1090.0k
38711,12,Old,Toyota,Chita,JP,gasoline,38711,150.0k,Wish,1250.0k
38725,23,Old,Mazda,Chita,JP,gasoline,38725,250.0k,Demio,321.0k
38732,10,Old,UAZ,Yakutsk,RUS,gasoline,38732,100.0k,Buhanka,850.0k
38748,15,Old,Daihatsu,Chita,JP,gasoline,38748,102.3k,Mira,545.0k
38750,8,Middle,Nissan,Chita,JP,gasoline,38750,64.0k,AD,820.0k
38760,14,Old,Toyota,Chita,JP,gasoline,38760,61.0k,Harrier,2495.0k
38765,4,Middle,Toyota,Chita,JP,gasoline,38765,26.0k,Harrier,4170.0k
38768,10,Old,Toyota,Chita,JP,hybrid,38768,120.0k,Aqua,830.0k
38774,31,Old,Toyota,Chita,JP,gasoline,38774,200.0k,Mark II,280.0k
38775,26,Old,Toyota,Chita,JP,gasoline,38775,200.0k,Cresta,380.0k
38777,14,Old,Nissan,Chita,JP,gasoline,38777,245.0k,Qashqai,700.0k
38778,5,Middle,Toyota,Chita,JP,gasoline,38778,77.0k,C-HR,2400.0k
38787,12,Old,Toyota,Chita,JP,gasoline,38787,168.0k,Wish,1500.0k
38795,24,Old,Toyota,Chita,JP,gasoline,38795,255.0k,Caldina,415.0k
38796,40,Old,Toyota,Chita,JP,gasoline,38796,110.0k,Corolla,110.0k
38804,25,Old,UAZ,Yakutsk,RUS,gasoline,38804,120.0k,Buhanka,600.0k
38812,25,Old,Toyota,Chita,JP,gasoline,38812,400.0k,Vista,550.0k
38814,11,Old,Land Rover,Chita,UK,gasoline,38814,100.0k,Rover Range Rover Sport,5200.0k
38816,16,Old,Daihatsu,Chita,JP,gasoline,38816,169.0k,Hijet,430.0k
38829,13,Old,UAZ,Barnaul,RUS,gasoline,38829,349.0k,Patriot,555.0k
38842,7,Middle,Renault,Chita,FR,gasoline,38842,130.0k,Koleos,2450.0k
38865,10,Old,Toyota,Chita,JP,gasoline,38865,76.0k,Allion,1560.0k
38874,15,Old,Toyota,Chita,JP,hybrid,38874,155.0k,Prius,1350.0k
38878,7,Middle,Toyota,Chita,JP,gasoline,38878,89.0k,Vitz,1010.0k
38879,17,Old,Mercedes-Benz,Chita,DE,gasoline,38879,125.0k,S-Class,1850.0k
38896,5,Middle,Land Rover,Chita,UK,diesel,38896,59.0k,Rover Range Rover Velar,5900.0k
38897,12,Old,Toyota,Chita,JP,gasoline,38897,105.0k,Corolla Fielder,1290.0k
38906,25,Old,Toyota,Chita,JP,gasoline,38906,150.0k,Town Ace Noah,400.0k
38926,7,Middle,Toyota,Chita,JP,hybrid,38926,230.0k,Prius,1750.0k
38927,16,Old,Toyota,Chita,JP,gasoline,38927,150.0k,Camry,1395.0k
38934,20,Old,Lexus,Chita,JP,gasoline,38934,150.0k,RX330,1680.0k
38937,6,Middle,Toyota,Chita,JP,hybrid,38937,93.0k,Aqua,1338.0k
38972,3,New,Mazda,Chita,JP,gasoline,38972,10.5k,MX-30,2230.0k
38974,14,Old,Suzuki,Chita,JP,gasoline,38974,133.0k,Jimny,1030.0k
38975,5,Middle,Daihatsu,Chita,JP,gasoline,38975,67.0k,Mira e:S,770.0k
38998,23,Old,Nissan,Chita,JP,gasoline,38998,135.0k,X-Trail,690.0k
39006,8,Middle,Volkswagen,Chita,DE,gasoline,39006,200.0k,Polo,600.0k
39019,12,Old,UAZ,Yekaterinburg,RUS,gasoline,39019,118.0k,Patriot,650.0k
39025,10,Old,Honda,Chita,JP,hybrid,39025,83.0k,Vezel,1825.0k
39027,13,Old,Honda,Chita,JP,hybrid,39027,124.0k,Fit Shuttle,1020.0k
39034,6,Middle,Nissan,Chita,JP,gasoline,39034,96.0k,Note,995.0k
39038,24,Old,Toyota,Chita,JP,gasoline,39038,232.0k,Hilux,1480.0k
39047,33,Old,Mitsubishi,Chita,JP,gasoline,39047,300.0k,Pajero,550.0k
39061,2,New,UAZ,Irkutsk,RUS,gasoline,39061,33.6k,Patriot,1349.0k
39072,14,Old,Toyota,Chita,JP,gasoline,39072,120.0k,Corolla Fielder,1290.0k
39080,20,Old,Toyota,Chita,JP,gasoline,39080,500.0k,Mark X,750.0k
39128,9,Middle,Toyota,Chita,JP,gasoline,39128,59.9k,Camry,2750.0k
39131,7,Middle,Toyota,Chita,JP,gasoline,39131,40.0k,Harrier,3500.0k
39133,39,Old,Toyota,Chita,JP,gasoline,39133,142.0k,Chaser,495.0k
39134,5,Middle,UAZ,Kazan,RUS,gasoline,39134,93.3k,Patriot,1228.0k
39164,21,Old,Toyota,Chita,JP,gasoline,39164,150.0k,Harrier,1500.0k
39168,25,Old,Toyota,Chita,JP,gasoline,39168,300.0k,Camry Gracia,485.0k
39180,12,Old,Mitsubishi,Chita,JP,gasoline,39180,49.7k,RVR,1485.0k
39187,6,Middle,Suzuki,Chita,JP,gasoline,39187,76.0k,Every,800.0k
39194,5,Middle,Lexus,Chita,JP,gasoline,39194,55.0k,ES250,4600.0k
39210,14,Old,Cadillac,Chita,USA,gasoline,39210,199.0k,SRX,1250.0k
39213,27,Old,Toyota,Chita,JP,gasoline,39213,280.0k,Vista,496.0k
39215,27,Old,Toyota,Chita,JP,gasoline,39215,290.0k,RAV4,586.0k
39239,12,Old,Honda,Chita,JP,gasoline,39239,80.0k,Fit,990.0k
39241,7,Middle,Toyota,Chita,JP,gasoline,39241,140.0k,Corolla Fielder,1420.0k
39251,15,Old,Toyota,Chita,JP,diesel,39251,170.0k,Land Cruiser,3600.0k
39256,14,Old,Nissan,Chita,JP,gasoline,39256,80.0k,Juke,1200.0k
39270,10,Old,Toyota,Chita,JP,gasoline,39270,114.0k,Premio,1550.0k
39279,8,Middle,Toyota,Chita,JP,gasoline,39279,71.5k,Corolla,1700.0k
39281,31,Old,Suzuki,Chita,JP,gasoline,39281,150.0k,Cultus,90.0k
39306,8,Middle,Toyota,Chita,JP,gasoline,39306,109,Succeed,1150.0k
39316,8,Middle,Honda,Chita,JP,hybrid,39316,194.5k,Shuttle,1300.0k
39330,14,Old,Volkswagen,Chita,DE,diesel,39330,226.0k,Amarok,1800.0k
39342,8,Middle,Toyota,Chita,JP,hybrid,39342,145.0k,Prius,1715.0k
39350,6,Middle,Toyota,Chita,JP,gasoline,39350,104.0k,Tank,1040.0k
39351,15,Old,Honda,Chita,JP,gasoline,39351,229.0k,Jazz,860.0k
39352,10,Old,Toyota,Chita,JP,gasoline,39352,15.0k,Passo,878.0k
39378,24,Old,Toyota,Chita,JP,gasoline,39378,350.0k,Gaia,550.0k
39394,13,Old,Lexus,Chita,JP,hybrid,39394,194.0k,CT200h,1550.0k
39397,23,Old,Mitsubishi,Chita,JP,gasoline,39397,189.0k,Montero,1100.0k
39416,10,Old,Honda,Chita,JP,hybrid,39416,118.0k,Vezel,1680.0k
39417,19,Old,Ford,Chita,USA,gasoline,39417,205.0k,Escape,850.0k
39437,28,Old,Toyota,Chita,JP,gasoline,39437,265.0k,Carina,600.0k
39448,41,Old,Toyota,Chita,JP,gasoline,39448,250.0k,Cresta,400.0k
39450,15,Old,Honda,Chita,JP,hybrid,39450,103.0k,Insight,960.0k
39451,14,Old,UAZ,Moscow,RUS,gasoline,39451,114.0k,Patriot,350.0k
39466,7,Middle,Honda,Chita,JP,hybrid,39466,118.0k,Vezel,1780.0k
39479,23,Old,Toyota,Chita,JP,gasoline,39479,200.0k,Crown,930.0k
39489,6,Middle,Honda,Chita,JP,gasoline,39489,70.0k,Vezel,2099.0k
39526,9,Middle,UAZ,Nizhny Novgorod,RUS,gasoline,39526,119.7k,Patriot,849.0k
39536,11,Old,Nissan,Chita,JP,gasoline,39536,91.0k,Juke,1220.0k
39538,7,Middle,Toyota,Chita,JP,hybrid,39538,115.0k,Voxy,2099.0k
39569,13,Old,Honda,Chita,JP,gasoline,39569,180.0k,Fit,1070.0k
39579,6,Middle,Nissan,Chita,JP,gasoline,39579,86.5k,Qashqai,1750.0k
39588,9,Middle,Toyota,Chita,JP,gasoline,39588,56.9k,Passo,825.0k
39589,19,Old,Toyota,Chita,JP,gasoline,39589,70.0k,Allion,880.0k
39594,21,Old,Toyota,Chita,JP,gasoline,39594,310.0k,Premio,760.0k
39612,12,Old,Honda,Chita,JP,hybrid,39612,79.5k,Freed Spike,1300.0k
39618,12,Old,Toyota,Chita,JP,hybrid,39618,174.0k,Prius,1200.0k
39620,17,Old,Toyota,Chita,JP,gasoline,39620,80.0k,Allion,955.0k
39622,23,Old,Toyota,Chita,JP,gasoline,39622,100.0k,Kluger V,885.0k
39631,9,Middle,Toyota,Chita,JP,hybrid,39631,234.5k,Estima,1950.0k
39636,32,Old,Toyota,Chita,JP,gasoline,39636,200.0k,Sprinter Marino,300.0k
39637,10,Old,Suzuki,Chita,JP,gasoline,39637,111.0k,SX4,1410.0k
39651,26,Old,Toyota,Chita,JP,gasoline,39651,200.0k,Sprinter Carib,405.0k
39655,13,Old,Honda,Chita,JP,gasoline,39655,150.0k,Fit,950.0k
39658,15,Old,Mazda,Chita,JP,gasoline,39658,162.0k,Demio,690.0k
39666,24,Old,Toyota,Chita,JP,gasoline,39666,218.8k,Kluger V,1150.0k
39681,19,Old,Honda,Chita,JP,gasoline,39681,200.0k,Airwave,645.0k
39682,15,Old,Nissan,Chita,JP,gasoline,39682,290.0k,AD,580.0k
39686,28,Old,Toyota,Chita,JP,gasoline,39686,276.0k,Mark II,450.0k
39694,5,Middle,Toyota,Chita,JP,gasoline,39694,32.0k,Raize,1795.0k
39705,29,Old,Toyota,Chita,JP,gasoline,39705,300.0k,Camry,380.0k
39706,28,Old,Toyota,Chita,JP,gasoline,39706,150.0k,Windom,500.0k
39722,27,Old,Toyota,Chita,JP,gasoline,39722,245.0k,Corolla Spacio,495.0k
39761,7,Middle,Toyota,Chita,JP,gasoline,39761,44.0k,Allion,1820.0k
39766,23,Old,Nissan,Chita,JP,gasoline,39766,300.0k,Expert,330.0k
39769,21,Old,Mazda,Chita,JP,diesel,39769,350.0k,Bongo Brawny,700.0k
39781,11,Old,Toyota,Chita,JP,gasoline,39781,35.0k,Vitz,980.0k
39798,5,Middle,Daihatsu,Chita,JP,gasoline,39798,75.0k,Wake,990.0k
39804,26,Old,Toyota,Chita,JP,gasoline,39804,75.0k,Crown,235.0k
39817,5,Middle,Kia,Chita,KR,gasoline,39817,46.0k,Rio X (X-Line),1650.0k
39838,16,Old,Honda,Chita,JP,gasoline,39838,80.0k,Accord,950.0k
39841,25,Old,Honda,Chita,JP,gasoline,39841,200.0k,Civic Ferio,375.0k
39842,13,Old,Kia,Chita,KR,gasoline,39842,170.0k,Sportage,1450.0k
39885,28,Old,Toyota,Chita,JP,gasoline,39885,275.0k,Vista,255.0k
39896,14,Old,Toyota,Chita,JP,gasoline,39896,92.0k,Premio,1400.0k
39899,12,Old,Toyota,Chita,JP,hybrid,39899,281.0k,Camry,1585.0k
39913,3,New,Toyota,Chita,JP,diesel,39913,30.3k,Hilux,4850.0k
39919,22,Old,Toyota,Chita,JP,gasoline,39919,250.0k,Corolla Spacio,620.0k
39924,7,Middle,Toyota,Chita,JP,hybrid,39924,121.0k,Voxy,2380.0k
39929,14,Old,Honda,Chita,JP,gasoline,39929,122.0k,Fit,900.0k
39937,17,Old,Toyota,Chita,JP,gasoline,39937,117.4k,Mark X,1450.0k
39946,14,Old,Honda,Chita,JP,hybrid,39946,100.0k,Fit,1048.0k
39967,6,Middle,Toyota,Chita,JP,gasoline,39967,32.0k,Harrier,3268.0k
39968,6,Middle,Toyota,Chita,JP,gasoline,39968,70.0k,Vitz,998.0k
39973,25,Old,Honda,Chita,JP,gasoline,39973,223.0k,Partner,210.0k
39983,27,Old,Toyota,Chita,JP,gasoline,39983,215.0k,Mark II,650.0k
39989,23,Old,Nissan,Chita,JP,gasoline,39989,210.0k,Sunny,135.0k
39994,6,Middle,Toyota,Chita,JP,gasoline,39994,34.0k,Land Cruiser Prado,5230.0k
39997,5,Middle,Toyota,Chita,JP,gasoline,39997,26.0k,Raize,1815.0k
40004,2,New,Changan,Chita,CN,gasoline,40004,3.8k,UNI-V,3270.0k
40005,4,Middle,Toyota,Chita,JP,hybrid,40005,111.0k,RAV4,3270.0k
40010,13,Old,Toyota,Chita,JP,diesel,40010,167.0k,Hiace,2100.0k
40014,4,Middle,Honda,Chita,JP,hybrid,40014,65.0k,Vezel,2350.0k
40041,12,Old,Honda,Chita,JP,gasoline,40041,122.0k,Fit,830.0k
40042,2,New,Toyota,Chita,JP,gasoline,40042,3.2k,Land Cruiser Prado,6300.0k
40058,13,Old,Toyota,Chita,JP,gasoline,40058,225.0k,Highlander,2450.0k
40088,5,Middle,Toyota,Chita,JP,hybrid,40088,112.0k,C-HR,2150.0k
40098,33,Old,Toyota,Chita,JP,diesel,40098,200,Land Cruiser,600.0k
40115,25,Old,Nissan,Chita,JP,gasoline,40115,130.0k,Presage,500.0k
40117,12,Old,Toyota,Chita,JP,gasoline,40117,53.0k,Allion,1390.0k
40121,5,Middle,UAZ,Tomsk,RUS,gasoline,40121,53.5k,Patriot,1399.0k
40125,8,Middle,Suzuki,Chita,JP,gasoline,40125,89.0k,Hustler,875.0k
40157,21,Old,Toyota,Chita,JP,gasoline,40157,150.0k,Allion,900.0k
40175,10,Old,Toyota,Chita,JP,gasoline,40175,150.0k,Succeed,1000.1k
40184,14,Old,Honda,Chita,JP,gasoline,40184,155.0k,Freed,1078.0k
40192,5,Middle,Toyota,Chita,JP,hybrid,40192,30.0k,Corolla,2235.0k
40202,10,Old,Mercedes-Benz,Chita,DE,gasoline,40202,83.4k,GLA-Class,2120.0k
40208,15,Old,Honda,Chita,JP,gasoline,40208,113.7k,Stream,1438.0k
40226,26,Old,Honda,Yakutsk,JP,gasoline,40226,290.0k,S-MX,450.0k
40235,5,Middle,UAZ,Ufa,RUS,gasoline,40235,50.0k,Patriot,1464.3k
40237,13,Old,Nissan,Yakutsk,JP,gasoline,40237,190.0k,Serena,1350.0k
40245,9,Middle,Honda,Yakutsk,JP,gasoline,40245,101.0k,Stepwgn,2000.0k
40255,6,Middle,Nissan,Yakutsk,JP,gasoline,40255,84.0k,X-Trail,2300.0k
40276,36,Old,Toyota,Yakutsk,JP,gasoline,40276,283.2k,Ipsum,550.0k
40284,14,Old,Toyota,Yakutsk,JP,gasoline,40284,44.0k,Ractis,1120.0k
40290,10,Old,Toyota,Yakutsk,JP,gasoline,40290,200.5k,Tundra,5400.0k
40307,7,Middle,Toyota,Yakutsk,JP,gasoline,40307,139.0k,Corolla Axio,1350.0k
40309,25,Old,Toyota,Yakutsk,JP,gasoline,40309,192.0k,Town Ace,800.0k
40318,10,Old,Toyota,Yakutsk,JP,hybrid,40318,104.0k,Harrier,2720.0k
40322,15,Old,Toyota,Yakutsk,JP,gasoline,40322,103.0k,Wish,1350.0k
40335,28,Old,Toyota,Yakutsk,JP,gasoline,40335,297.1k,Cresta,150.0k
40336,25,Old,Mitsubishi,Yakutsk,JP,gasoline,40336,170.0k,Pajero,900.0k
40342,8,Middle,Honda,Yakutsk,JP,hybrid,40342,172.0k,Shuttle,1347.0k
40352,13,Old,Toyota,Yakutsk,JP,gasoline,40352,188.1k,Wish,1300.0k
40378,11,Old,Lexus,Yakutsk,JP,gasoline,40378,130.0k,RX350,2800.0k
40385,16,Old,Toyota,Yakutsk,JP,gasoline,40385,269.5k,Land Cruiser,2800.0k
40393,6,Middle,Toyota,Yakutsk,JP,gasoline,40393,34.0k,Vitz,1235.0k
40406,9,Middle,Toyota,Yakutsk,JP,gasoline,40406,140.2k,Voxy,2100.0k
40409,8,Middle,Nissan,Yakutsk,JP,gasoline,40409,133.0k,X-Trail,1900.0k
40433,24,Old,Subaru,Yakutsk,JP,gasoline,40433,251.9k,Forester,585.0k
40441,13,Old,Toyota,Yakutsk,JP,hybrid,40441,267.0k,Prius,700.0k
40449,25,Old,Toyota,Yakutsk,JP,gasoline,40449,200.0k,Gaia,750.0k
40459,13,Old,Toyota,Yakutsk,JP,gasoline,40459,125.0k,Allion,1350.0k
40464,13,Old,Toyota,Yakutsk,JP,gasoline,40464,180.0k,Succeed,650.0k
40467,9,Middle,Honda,Yakutsk,JP,gasoline,40467,105.0k,Stepwgn,1920.0k
40483,9,Middle,Toyota,Yakutsk,JP,hybrid,40483,179.0k,Sai,1834.0k
40485,15,Old,Toyota,Yakutsk,JP,gasoline,40485,217.0k,Vitz,700.0k
40486,26,Old,Nissan,Yakutsk,JP,gasoline,40486,241.0k,Skyline,600.0k
40487,12,Old,Toyota,Yakutsk,JP,hybrid,40487,148.6k,Prius Alpha,1300.0k
40490,6,Middle,UAZ,Chelyabinsk,RUS,gasoline,40490,99.5k,Patriot,1149.0k
40494,5,Middle,Toyota,Yakutsk,JP,gasoline,40494,62.0k,RAV4,3300.0k
40505,22,Old,Lexus,Yakutsk,JP,gasoline,40505,213.0k,GX470,2500.0k
40522,15,Old,Suzuki,Yakutsk,JP,gasoline,40522,84.0k,SX4,890.0k
40532,4,Middle,Toyota,Yakutsk,JP,gasoline,40532,22.0k,Land Cruiser Prado,4780.0k
40563,10,Old,Toyota,Yakutsk,JP,gasoline,40563,15.0k,Allion,1565.0k
40564,9,Middle,Nissan,Yakutsk,JP,gasoline,40564,167.0k,X-Trail,1920.0k
40574,21,Old,Lexus,Yakutsk,JP,gasoline,40574,180.0k,GX470,2390.0k
40604,22,Old,Toyota,Yakutsk,JP,gasoline,40604,250.0k,Voltz,650.0k
40609,8,Middle,Toyota,Yakutsk,JP,hybrid,40609,172.4k,Aqua,1080.0k
40610,14,Old,Toyota,Yakutsk,JP,hybrid,40610,245.0k,Prius,650.0k
40613,9,Middle,Honda,Yakutsk,JP,hybrid,40613,168.0k,Vezel,1640.0k
40620,13,Old,Toyota,Yakutsk,JP,gasoline,40620,154.0k,Allion,950.0k
40628,28,Old,Lexus,Yakutsk,JP,gasoline,40628,200.0k,LX450,1200.0k
40642,13,Old,Toyota,Yakutsk,JP,gasoline,40642,594.5k,Hiace,2550.0k
40659,7,Middle,Toyota,Yakutsk,JP,gasoline,40659,125.0k,Premio,2200.0k
40667,16,Old,Lexus,Yakutsk,JP,gasoline,40667,277.8k,RX350,1700.0k
40676,5,Middle,UAZ,Yakutsk,RUS,gasoline,40676,40,Patriot,1700.0k
40681,21,Old,Nissan,Yakutsk,JP,gasoline,40681,177.0k,Sunny,320.0k
40683,16,Old,Toyota,Yakutsk,JP,gasoline,40683,222.0k,Allion,960.0k
40698,25,Old,Toyota,Yakutsk,JP,gasoline,40698,300.0k,Gaia,250.0k
40704,18,Old,Nissan,Yakutsk,JP,gasoline,40704,252.0k,Pathfinder,950.0k
40721,24,Old,Toyota,Yakutsk,JP,gasoline,40721,180.0k,Sprinter,210.0k
40730,29,Old,Toyota,Yakutsk,JP,gasoline,40730,279.6k,Crown,370.0k
40744,4,Middle,Toyota,Yakutsk,JP,gasoline,40744,54.0k,Camry,3200.0k
40749,23,Old,Toyota,Yakutsk,JP,gasoline,40749,185.0k,Ipsum,866.0k
40764,5,Middle,Honda,Yakutsk,JP,hybrid,40764,98,Shuttle,1560.0k
40781,23,Old,Toyota,Yakutsk,JP,gasoline,40781,300.0k,Corolla,165.0k
40826,23,Old,Toyota,Yakutsk,JP,gasoline,40826,400.0k,Corolla Fielder,550.0k
40832,3,New,Kia,Yakutsk,KR,gasoline,40832,16.0k,Soul,2400.0k
40836,13,Old,Toyota,Yakutsk,JP,gasoline,40836,98.0k,Wish,1450.0k
40849,19,Old,Suzuki,Yakutsk,JP,gasoline,40849,189.0k,Swift,550.0k
40862,23,Old,Toyota,Yakutsk,JP,gasoline,40862,166.4k,Crown,560.0k
40871,14,Old,Toyota,Yakutsk,JP,gasoline,40871,212.7k,Corolla Fielder,1000.0k
40876,4,Middle,UAZ,Blagoveshchensk,RUS,gasoline,40876,85.0k,Пикап,1900.0k
40886,9,Middle,Toyota,Yakutsk,JP,gasoline,40886,68.0k,Land Cruiser Prado,4000.0k
40888,11,Old,Toyota,Yakutsk,JP,gasoline,40888,108.0k,Hiace,3250.0k
40895,8,Middle,Toyota,Yakutsk,JP,gasoline,40895,144.5k,Noah,2150.0k
40903,5,Middle,Toyota,Yakutsk,JP,gasoline,40903,56.0k,Land Cruiser Prado,4900.0k
40905,25,Old,Nissan,Yakutsk,JP,gasoline,40905,200.0k,Presage,150.0k
40908,6,Middle,Subaru,Yakutsk,JP,gasoline,40908,47.5k,Forester,2450.0k
40916,9,Middle,Honda,Yakutsk,JP,hybrid,40916,171.1k,Shuttle,1200.0k
40921,34,Old,Daihatsu,Yakutsk,JP,gasoline,40921,123.5k,Rocky,450.0k
40939,10,Old,Honda,Yakutsk,JP,hybrid,40939,190.0k,Accord,1670.0k
40947,18,Old,Subaru,Yakutsk,JP,gasoline,40947,277.0k,Legacy,850.0k
40952,12,Old,Nissan,Yakutsk,JP,gasoline,40952,62.0k,Juke,1260.0k
40967,31,Old,Toyota,Yakutsk,JP,gasoline,40967,300.0k,Camry,105.0k
40976,14,Old,Honda,Yakutsk,JP,gasoline,40976,134,Fit,860.0k
40993,28,Old,Nissan,Yakutsk,JP,gasoline,40993,174.0k,Skyline,900.0k
40997,14,Old,Toyota,Yakutsk,JP,hybrid,40997,190.2k,Camry,1500.0k
41004,2,New,Kia,Yakutsk,KR,gasoline,41004,20.0k,Seltos,2600.0k
41033,19,Old,Toyota,Yakutsk,JP,gasoline,41033,290.0k,Vitz,390.0k
41038,17,Old,Mitsubishi,Yakutsk,JP,gasoline,41038,350.0k,Pajero Sport,980.0k
41049,14,Old,Toyota,Yakutsk,JP,gasoline,41049,190.0k,Wish,1500.0k
41056,7,Middle,Toyota,Yakutsk,JP,hybrid,41056,102.0k,Corolla Axio,1350.0k
41057,24,Old,Mitsubishi,Yakutsk,JP,gasoline,41057,200.0k,Pajero iO,285.0k
41070,10,Old,Toyota,Yakutsk,JP,hybrid,41070,140.0k,Corolla Fielder,1200.0k
41073,19,Old,Nissan,Yakutsk,JP,gasoline,41073,240.0k,Tiida Latio,515.0k
41091,12,Old,Toyota,Yakutsk,JP,gasoline,41091,205.0k,Probox,740.0k
41123,27,Old,Honda,Yakutsk,JP,gasoline,41123,240.0k,Inspire,250.0k
41125,18,Old,Toyota,Yakutsk,JP,gasoline,41125,215.0k,Vitz,470.0k
41129,17,Old,Lexus,Yakutsk,JP,gasoline,41129,16.0k,LS460,1160.0k
41144,2,New,Toyota,Yakutsk,JP,gasoline,41144,16.0k,RAV4,4600.0k
41148,9,Middle,Honda,Yakutsk,JP,gasoline,41148,158.0k,Freed Spike,1350.0k
41153,35,Old,Toyota,Yakutsk,JP,gasoline,41153,258.1k,Ipsum,475.0k
41178,18,Old,Toyota,Yakutsk,JP,gasoline,41178,350,Land Cruiser,2950.0k
