,car_age,car_age_category,car_brand,car_city,car_country,car_fuel,car_id,car_mileage,car_model,car_price
35302,5,Middle,Toyota,Khabarovsk,JP,hybrid,35302,93.0k,Prius,1949.0k
35314,7,Middle,Suzuki,Khabarovsk,JP,gasoline,35314,119.9k,Solio,849.0k
35318,2,New,Changan,Khabarovsk,CN,gasoline,35318,81,UNI-T,3169.0k
35341,7,Middle,Toyota,Khabarovsk,JP,gasoline,35341,92.5k,Passo,999.0k
35344,25,Old,Toyota,Khabarovsk,JP,gasoline,35344,260.3k,Land Cruiser Prado,1399.0k
35351,28,Old,Toyota,Khabarovsk,JP,diesel,35351,200.0k,Land Cruiser,4149.0k
35375,4,Middle,Toyota,Khabarovsk,JP,gasoline,35375,17.5k,Raize,1790.0k
35381,13,Old,Toyota,Khabarovsk,JP,gasoline,35381,191.0k,Premio,1110.0k
35384,9,Middle,Toyota,Khabarovsk,JP,gasoline,35384,35.8k,Passo,660.0k
35399,25,Old,Mitsubishi,Khabarovsk,JP,gasoline,35399,148,Pajero iO,580.0k
35403,11,Old,Nissan,Khabarovsk,JP,gasoline,35403,106.0k,Note,750.0k
35413,26,Old,Mitsubishi,Khabarovsk,JP,gasoline,35413,250.0k,RVR,397.0k
35427,24,Old,Mitsubishi,Khabarovsk,JP,gasoline,35427,215.0k,Mirage Dingo,250.0k
35439,4,Middle,Toyota,Khabarovsk,JP,gasoline,35439,36.0k,C-HR,2300.0k
35448,9,Middle,Toyota,Khabarovsk,JP,hybrid,35448,150.0k,Corolla Fielder,1250.0k
35455,23,Old,Toyota,Khabarovsk,JP,gasoline,35455,304.1k,Funcargo,370.0k
35479,9,Middle,Toyota,Khabarovsk,JP,hybrid,35479,78.0k,Sienta,1500.0k
35508,15,Old,Toyota,Khabarovsk,JP,gasoline,35508,188.0k,Corolla Axio,885.0k
35512,27,Old,Mitsubishi,Khabarovsk,JP,diesel,35512,250.0k,Delica,485.0k
35521,12,Old,Infiniti,Khabarovsk,JP,gasoline,35521,113,FX37,2800.0k
35531,6,Middle,Nissan,Khabarovsk,JP,hybrid,35531,110.0k,Note,1120.0k
35551,6,Middle,Subaru,Khabarovsk,JP,gasoline,35551,109.6k,XV,1900.0k
35559,17,Old,Toyota,Khabarovsk,JP,gasoline,35559,268.0k,Vitz,560.0k
35568,5,Middle,Lexus,Khabarovsk,JP,gasoline,35568,42.0k,NX200,3650.0k
35574,13,Old,Lexus,Khabarovsk,JP,hybrid,35574,190.0k,CT200h,1419.0k
35580,17,Old,Lada,Samara,RUS,gasoline,35580,302.9k,Priora,219.4k
35583,7,Middle,Lada,Samara,RUS,gasoline,35583,160.0k,Priora,450.0k
35597,15,Old,Honda,Khabarovsk,JP,gasoline,35597,140.0k,Fit,750.0k
35599,5,Middle,Mazda,Khabarovsk,JP,diesel,35599,69.0k,CX-5,2335.0k
35612,27,Old,Toyota,Khabarovsk,JP,diesel,35612,330.0k,Town Ace Noah,440.0k
35620,21,Old,Toyota,Khabarovsk,JP,gasoline,35620,280.0k,Allion,415.0k
35634,7,Middle,Toyota,Khabarovsk,JP,gasoline,35634,175.0k,Probox,1100.0k
35650,11,Old,Infiniti,Khabarovsk,JP,gasoline,35650,250.0k,QX56,2800.0k
35659,3,New,Toyota,Khabarovsk,JP,gasoline,35659,79.0k,Sienta,1187.0k
35669,5,Middle,Nissan,Khabarovsk,JP,hybrid,35669,101.2k,Note,1200.0k
35674,23,Old,Toyota,Khabarovsk,JP,gasoline,35674,140.0k,Corolla,598.0k
35679,14,Old,Hyundai,Khabarovsk,KR,gasoline,35679,250.0k,Solaris,450.0k
35685,23,Old,Honda,Khabarovsk,JP,hybrid,35685,257.0k,Civic,500.0k
35728,25,Old,Toyota,Khabarovsk,JP,gasoline,35728,207.9k,Lite Ace Noah,850.0k
35731,23,Old,Mitsubishi,Khabarovsk,JP,gasoline,35731,87.6k,Lancer Evolution,2550.0k
35736,14,Old,Honda,Khabarovsk,JP,gasoline,35736,144.5k,Freed Spike,820.0k
35747,16,Old,Lexus,Khabarovsk,JP,gasoline,35747,247.8k,RX350,1600.0k
35748,14,Old,Mercedes-Benz,Khabarovsk,DE,gasoline,35748,131.0k,S-Class,1650.0k
35752,16,Old,Lexus,Khabarovsk,JP,gasoline,35752,248.0k,LX570,4100.0k
35766,16,Old,Suzuki,Khabarovsk,JP,gasoline,35766,200.0k,Grand Vitara,1065.0k
35788,23,Old,Toyota,Khabarovsk,JP,diesel,35788,292.0k,Carina,300.0k
35790,23,Old,Toyota,Khabarovsk,JP,gasoline,35790,270.0k,WiLL VS,550.0k
35815,16,Old,Toyota,Khabarovsk,JP,hybrid,35815,220.0k,Prius,700.0k
35816,4,Middle,Toyota,Khabarovsk,JP,diesel,35816,29.0k,Land Cruiser Prado,5800.0k
35835,7,Middle,Toyota,Khabarovsk,JP,hybrid,35835,53.0k,Aqua,1300.0k
35836,7,Middle,Nissan,Khabarovsk,JP,gasoline,35836,71.5k,Juke,1300.0k
35840,7,Middle,Lexus,Khabarovsk,JP,gasoline,35840,110.0k,RX350,4750.0k
35841,15,Old,Volvo,Khabarovsk,SE,diesel,35841,159.0k,XC60,1255.0k
35849,31,Old,Toyota,Khabarovsk,JP,gasoline,35849,70.0k,Crown,250.0k
35852,9,Middle,Toyota,Khabarovsk,JP,hybrid,35852,176.0k,Corolla Fielder,1080.0k
35875,27,Old,Toyota,Khabarovsk,JP,gasoline,35875,240.0k,Raum,435.0k
35905,38,Old,Toyota,Khabarovsk,JP,gasoline,35905,5.0k,Mark II,1470.0k
35941,31,Old,Toyota,Khabarovsk,JP,gasoline,35941,300.0k,Cresta,290.0k
35944,24,Old,Honda,Khabarovsk,JP,gasoline,35944,230.0k,Odyssey,589.0k
35947,22,Old,Nissan,Khabarovsk,JP,gasoline,35947,100.0k,Bluebird Sylphy,378.0k
35956,12,Old,Toyota,Khabarovsk,JP,hybrid,35956,221.8k,Prius Alpha,1190.0k
35963,11,Old,Honda,Khabarovsk,JP,gasoline,35963,107.0k,Fit Shuttle,915.0k
35969,9,Middle,Honda,Khabarovsk,JP,gasoline,35969,108.4k,Vezel,1415.0k
35972,4,Middle,Toyota,Khabarovsk,JP,gasoline,35972,32.0k,Raize,1565.0k
35983,21,Old,Lexus,Khabarovsk,JP,gasoline,35983,210.0k,RX330,1430.0k
35984,26,Old,Toyota,Khabarovsk,JP,diesel,35984,310.0k,Land Cruiser Prado,1295.0k
35985,5,Middle,Mazda,Khabarovsk,JP,gasoline,35985,55.0k,Demio,1335.0k
36003,13,Old,Toyota,Khabarovsk,JP,diesel,36003,216.0k,Land Cruiser,3300.0k
36006,4,Middle,Geely,Khabarovsk,CN,gasoline,36006,34.0k,Tugella FY11,2950.0k
36008,3,New,EXEED,Khabarovsk,CN,gasoline,36008,35.0k,TXL,2750.0k
36016,16,Old,Toyota,Khabarovsk,JP,gasoline,36016,114.0k,Corolla,680.0k
36031,15,Old,Nissan,Khabarovsk,JP,gasoline,36031,185.0k,Qashqai,870.0k
36068,7,Middle,Hyundai,Khabarovsk,KR,gasoline,36068,155.0k,Creta,1350.0k
36072,6,Middle,Ford,Khabarovsk,USA,gasoline,36072,99.0k,Explorer,3490.0k
36075,5,Middle,BMW,Khabarovsk,DE,gasoline,36075,16.0k,3-Series,3150.0k
36078,7,Middle,Toyota,Khabarovsk,JP,gasoline,36078,32.2k,Passo,989.0k
36086,32,Old,Toyota,Khabarovsk,JP,gasoline,36086,211.0k,Sprinter,220.0k
36092,32,Old,Toyota,Khabarovsk,JP,diesel,36092,239.0k,Sprinter,169.0k
36094,24,Old,Nissan,Khabarovsk,JP,gasoline,36094,178.0k,AD,265.0k
36097,29,Old,Chevrolet,Khabarovsk,USA,gasoline,36097,260.3k,Suburban,798.0k
36111,15,Old,Infiniti,Khabarovsk,JP,gasoline,36111,229.0k,FX50,1750.0k
36120,7,Middle,Suzuki,Khabarovsk,JP,gasoline,36120,99.0k,Swift,859.0k
36127,36,Old,Toyota,Khabarovsk,JP,gasoline,36127,288.0k,Corolla,168.0k
36141,9,Middle,Toyota,Khabarovsk,JP,hybrid,36141,111.0k,Aqua,1250.0k
36152,13,Old,Toyota,Khabarovsk,JP,gasoline,36152,142.1k,Porte,799.0k
36153,15,Old,Daihatsu,Khabarovsk,JP,gasoline,36153,135.2k,Terios Kid,719.0k
36157,2,New,Toyota,Khabarovsk,JP,gasoline,36157,50,Camry,4250.0k
36161,21,Old,Mazda,Khabarovsk,JP,gasoline,36161,267.0k,Demio,360.0k
36178,10,Old,Toyota,Khabarovsk,JP,gasoline,36178,72.2k,Auris,1377.8k
36196,17,Old,Honda,Khabarovsk,JP,gasoline,36196,170.0k,Crossroad,1290.0k
36197,15,Old,Nissan,Khabarovsk,JP,gasoline,36197,170,X-Trail,1130.0k
36210,2,New,Audi,Khabarovsk,DE,hybrid,36210,14.0k,Q7,10850.0k
36217,8,Middle,Lexus,Khabarovsk,JP,hybrid,36217,178.0k,RX450h,4300.0k
36223,30,Old,Subaru,Khabarovsk,JP,gasoline,36223,247.0k,SVX,780.0k
36224,12,Old,Toyota,Khabarovsk,JP,hybrid,36224,200.0k,Prius PHV,1350.0k
36227,7,Middle,Honda,Khabarovsk,JP,gasoline,36227,120.0k,Stepwgn,1950.0k
36234,24,Old,Toyota,Khabarovsk,JP,diesel,36234,230.0k,Regius,1300.0k
36245,27,Old,Nissan,Khabarovsk,JP,gasoline,36245,255.0k,Cefiro,88.0k
36251,7,Middle,Suzuki,Khabarovsk,JP,gasoline,36251,81.6k,Swift,1225.0k
36260,3,New,Mazda,Khabarovsk,JP,gasoline,36260,87.0k,CX-30,2495.0k
36270,11,Old,Toyota,Khabarovsk,JP,hybrid,36270,170.0k,Crown,1850.0k
36284,14,Old,Nissan,Khabarovsk,JP,gasoline,36284,149.0k,NV200,1059.0k
36291,9,Middle,Mercedes-Benz,Khabarovsk,DE,hybrid,36291,156.0k,S-Class,3298.0k
36299,10,Old,Honda,Khabarovsk,JP,hybrid,36299,205.0k,Fit,1120.0k
36301,27,Old,Toyota,Khabarovsk,JP,gasoline,36301,300.0k,Crown,1000.0k
36307,24,Old,Toyota,Khabarovsk,JP,gasoline,36307,200.0k,Windom,360.0k
36312,13,Old,Toyota,Khabarovsk,JP,gasoline,36312,100.0k,Vitz,490.0k
36317,9,Middle,Honda,Khabarovsk,JP,gasoline,36317,124.0k,Vezel,1470.0k
36318,18,Old,Nissan,Khabarovsk,JP,gasoline,36318,150.0k,Note,525.0k
36338,2,New,Toyota,Khabarovsk,JP,hybrid,36338,10.0k,Tundra,12500.0k
36348,12,Old,Toyota,Khabarovsk,JP,gasoline,36348,173.0k,Isis,1275.0k
36375,3,New,Hyundai,Khabarovsk,KR,gasoline,36375,63.0k,Solaris,1870.0k
36384,4,Middle,Toyota,Khabarovsk,JP,diesel,36384,19.0k,Land Cruiser Prado,6150.0k
36386,9,Middle,Toyota,Khabarovsk,JP,gasoline,36386,147.0k,Porte,895.0k
36397,22,Old,Subaru,Khabarovsk,JP,gasoline,36397,219.0k,Forester,860.0k
36400,25,Old,Honda,Khabarovsk,JP,gasoline,36400,200.0k,CR-V,570.0k
36409,8,Middle,Ford,Khabarovsk,USA,gasoline,36409,122.5k,EcoSport,1410.0k
36423,7,Middle,Subaru,Khabarovsk,JP,gasoline,36423,101.0k,Levorg,1800.0k
36439,32,Old,Toyota,Khabarovsk,JP,gasoline,36439,300.0k,Carina,85.0k
36457,7,Middle,Toyota,Khabarovsk,JP,gasoline,36457,80.0k,C-HR,1850.0k
36476,16,Old,Toyota,Khabarovsk,JP,hybrid,36476,290.0k,Prius,800.0k
36482,7,Middle,Honda,Khabarovsk,JP,gasoline,36482,122.1k,N-WGN,786.0k
36494,8,Middle,Mazda,Chelyabinsk,JP,gasoline,36494,96.7k,CX-5,1620.0k
36501,3,New,Skoda,Chelyabinsk,CZ,diesel,36501,158.0k,Kodiaq,3649.9k
36520,18,Old,Nissan,Chelyabinsk,JP,gasoline,36520,220.0k,Stagea,350.0k
36558,13,Old,Vortex,Chelyabinsk,USA,gasoline,36558,121.5k,Corda,358.0k
36566,7,Middle,Renault,Chelyabinsk,FR,gasoline,36566,189.0k,Kaptur,1150.0k
36569,19,Old,Hyundai,Chelyabinsk,KR,gasoline,36569,300.0k,Trajet,720.0k
36597,14,Old,Lada,Tomsk,RUS,gasoline,36597,174.6k,Priora,280.0k
36609,16,Old,Nissan,Chelyabinsk,JP,gasoline,36609,207.0k,Qashqai,929.0k
36612,10,Old,Lada,Tomsk,RUS,gasoline,36612,185.0k,Priora,699.0k
36634,13,Old,Lada,Tomsk,RUS,gasoline,36634,79.9k,Priora,425.0k
36640,12,Old,Lada,Tomsk,RUS,gasoline,36640,200.0k,Priora,365.0k
36649,10,Old,Volkswagen,Chelyabinsk,DE,gasoline,36649,180.0k,Touareg,3050.0k
36653,20,Old,Hyundai,Chelyabinsk,KR,gasoline,36653,207.0k,Getz,500.0k
36685,9,Middle,Hyundai,Chelyabinsk,KR,gasoline,36685,123.0k,i40,1598.0k
36697,11,Old,Lada,Ufa,RUS,gasoline,36697,178.0k,Priora,430.0k
36714,1,New,Oshan,Chelyabinsk,CN,gasoline,36714,7.5k,X5 Plus,2850.0k
36716,35,Old,Volkswagen,Chelyabinsk,DE,gasoline,36716,244.0k,Passat,100.0k
36721,16,Old,Lada,Ufa,RUS,gasoline,36721,200.0k,Priora,260.0k
36747,15,Old,Hyundai,Chelyabinsk,KR,gasoline,36747,181.1k,Elantra,765.0k
36755,13,Old,Ford,Chelyabinsk,USA,gasoline,36755,117.0k,Focus,870.0k
36766,18,Old,Mazda,Chelyabinsk,JP,gasoline,36766,172.0k,Mazda3,730.0k
36777,10,Old,Mercedes-Benz,Chelyabinsk,DE,gasoline,36777,136.0k,S-Class,4799.0k
36779,12,Old,Land Rover,Chelyabinsk,UK,diesel,36779,279.0k,Rover Range Rover,1999.0k
36782,10,Old,Ford,Chelyabinsk,USA,gasoline,36782,118.7k,Kuga,1450.0k
36783,14,Old,Lada,Ufa,RUS,gasoline,36783,199.0k,Priora,329.0k
36784,9,Middle,Kia,Chelyabinsk,KR,gasoline,36784,110.0k,Ceed,1560.0k
36828,7,Middle,Volkswagen,Chelyabinsk,DE,gasoline,36828,121.7k,Polo,1389.0k
36835,2,New,Kia,Chelyabinsk,KR,gasoline,36835,12.2k,Ceed,2399.0k
36844,10,Old,BMW,Chelyabinsk,DE,gasoline,36844,97.4k,3-Series,2399.0k
36855,11,Old,Toyota,Chelyabinsk,JP,diesel,36855,273.6k,Land Cruiser,3790.0k
36857,3,New,Toyota,Chelyabinsk,JP,gasoline,36857,40.3k,RAV4,3490.0k
36877,3,New,Toyota,Chelyabinsk,JP,gasoline,36877,90.2k,RAV4,3470.0k
36881,11,Old,Hyundai,Chelyabinsk,KR,gasoline,36881,177.0k,Solaris,859.0k
36897,11,Old,BMW,Chelyabinsk,DE,gasoline,36897,144.0k,X1,1649.0k
36940,3,New,Mazda,Chelyabinsk,JP,gasoline,36940,89.7k,Mazda6,2990.0k
36941,5,Middle,Kia,Chelyabinsk,KR,gasoline,36941,31.9k,Sportage,2650.0k
36942,13,Old,Mitsubishi,Chelyabinsk,JP,gasoline,36942,94.0k,ASX,1365.0k
36957,11,Old,Audi,Chelyabinsk,DE,gasoline,36957,148.0k,A1,1059.0k
36965,7,Middle,Nissan,Chelyabinsk,JP,gasoline,36965,66.6k,Qashqai,1949.0k
36990,12,Old,Toyota,Chelyabinsk,JP,gasoline,36990,98.0k,Sienta,1249.0k
36992,11,Old,Lada,Chelyabinsk,RUS,gasoline,36992,223.0k,Priora,419.0k
37008,8,Middle,Hyundai,Chelyabinsk,KR,gasoline,37008,157.0k,Solaris,1187.0k
37026,13,Old,Audi,Chelyabinsk,DE,gasoline,37026,167.7k,A6,1999.0k
37061,17,Old,BMW,Chelyabinsk,DE,gasoline,37061,194.0k,X3,1250.0k
37071,16,Old,Lada,Chelyabinsk,RUS,gasoline,37071,210.0k,Priora,230.0k
37076,13,Old,Lada,Chelyabinsk,RUS,gasoline,37076,181.0k,Priora,410.0k
37089,16,Old,Renault,Chelyabinsk,FR,gasoline,37089,180.0k,Symbol,418.0k
37121,12,Old,Lada,Chita,RUS,gasoline,37121,134.0k,Priora,350.0k
37128,9,Middle,Ford,Chelyabinsk,USA,gasoline,37128,105.9k,Fiesta,999.0k
37131,10,Old,Kia,Chelyabinsk,KR,gasoline,37131,102.5k,Ceed,1414.1k
37136,24,Old,Honda,Chelyabinsk,JP,gasoline,37136,250.0k,Stream,388.0k
37142,12,Old,Toyota,Chelyabinsk,JP,gasoline,37142,82.0k,Wish,1600.0k
37150,11,Old,Citroen,Chelyabinsk,FR,gasoline,37150,145.3k,C4,828.0k
37159,7,Middle,Hyundai,Chelyabinsk,KR,gasoline,37159,118.9k,Solaris,1350.0k
37161,5,Middle,Renault,Chelyabinsk,FR,gasoline,37161,100.0k,Logan,1120.0k
37163,5,Middle,Kia,Chelyabinsk,KR,gasoline,37163,91.0k,Rio,1356.0k
37187,6,Middle,Kia,Chelyabinsk,KR,gasoline,37187,62.4k,Sportage,2080.0k
37194,1,New,Geely,Chelyabinsk,CN,gasoline,37194,5.9k,Coolray,2220.0k
37200,4,Middle,Hyundai,Chelyabinsk,KR,gasoline,37200,62.7k,Creta,1785.0k
37201,4,Middle,Hyundai,Chelyabinsk,KR,gasoline,37201,81.4k,Solaris,1499.0k
37205,4,Middle,Kia,Chelyabinsk,KR,gasoline,37205,81.5k,Rio,1450.0k
37206,6,Middle,Lada,Barnaul,RUS,gasoline,37206,78.3k,XRay,980.0k
37211,2,New,Mitsubishi,Chelyabinsk,JP,gasoline,37211,3.1k,Outlander,2890.0k
37266,13,Old,Ford,Chelyabinsk,USA,gasoline,37266,165.0k,Mondeo,1239.0k
37268,13,Old,Toyota,Chelyabinsk,JP,gasoline,37268,257.0k,RAV4,1650.0k
37269,6,Middle,Lada,Voronezh,RUS,gasoline,37269,53.4k,XRay,1099.0k
37296,7,Middle,Lada,Kazan,RUS,gasoline,37296,66.3k,XRay,930.0k
37301,12,Old,Toyota,Chelyabinsk,JP,gasoline,37301,89.0k,Vitz,1020.0k
37308,9,Middle,Hyundai,Chelyabinsk,KR,gasoline,37308,78.0k,Solaris,929.0k
37321,13,Old,Nissan,Chelyabinsk,JP,gasoline,37321,142.0k,Tiida,799.0k
37337,5,Middle,Lada,Kazan,RUS,gasoline,37337,75.2k,XRay,890.0k
37341,7,Middle,Lada,Kazan,RUS,gasoline,37341,138.4k,XRay,849.0k
37344,10,Old,Hyundai,Chelyabinsk,KR,gasoline,37344,176.2k,i30,950.0k
37360,6,Middle,Lada,Kazan,RUS,gasoline,37360,79.5k,XRay,920.0k
37377,2,New,Skoda,Chelyabinsk,CZ,gasoline,37377,30,Karoq,3200.0k
37381,4,Middle,Kia,Chelyabinsk,KR,diesel,37381,69.0k,Sorento,3750.0k
37383,3,New,Hyundai,Chelyabinsk,KR,hybrid,37383,29.0k,Santa Fe,3800.0k
37390,7,Middle,Lada,Krasnodar,RUS,gasoline,37390,48.6k,XRay,980.0k
37394,15,Old,Lexus,Chelyabinsk,JP,gasoline,37394,288.0k,RX350,2100.0k
37418,17,Old,Mitsubishi,Chelyabinsk,JP,gasoline,37418,282.0k,Outlander,1280.0k
37434,7,Middle,Lada,Nizhny Novgorod,RUS,gasoline,37434,67.9k,XRay,930.0k
37440,4,Middle,Hyundai,Chelyabinsk,KR,gasoline,37440,37.0k,Creta,2300.0k
37455,11,Old,Nissan,Chelyabinsk,JP,gasoline,37455,253.0k,X-Trail,1400.0k
37478,11,Old,SsangYong,Chelyabinsk,KR ,gasoline,37478,190.0k,Actyon,1500.0k
37479,18,Old,Nissan,Chelyabinsk,JP,gasoline,37479,277.5k,Almera Classic,550.0k
37480,14,Old,Chevrolet,Chelyabinsk,USA,gasoline,37480,131.0k,Lacetti,600.0k
37487,16,Old,Nissan,Chelyabinsk,JP,gasoline,37487,177.0k,Tiida,865.0k
37489,5,Middle,Lada,Nizhny Novgorod,RUS,gasoline,37489,76.9k,XRay,1035.0k
37490,12,Old,Opel,Chelyabinsk,DE,gasoline,37490,180.0k,Astra,733.0k
37491,16,Old,Mitsubishi,Chelyabinsk,JP,gasoline,37491,320.0k,Lancer,710.0k
37536,32,Old,Mitsubishi,Chelyabinsk,JP,diesel,37536,231.0k,Pajero,563.0k
37537,32,Old,Mitsubishi,Chelyabinsk,JP,diesel,37537,231.0k,Pajero,563.0k
37540,13,Old,Ford,Chelyabinsk,USA,diesel,37540,217.6k,Mondeo,930.0k
37549,3,New,Hyundai,Chelyabinsk,KR,diesel,37549,27.4k,Santa Fe,4017.0k
37567,14,Old,Daewoo,Chelyabinsk,KR,gasoline,37567,290.0k,Nexia,205.0k
37582,15,Old,Opel,Chelyabinsk,DE,gasoline,37582,220.0k,Astra,355.0k
37583,27,Old,Nissan,Chelyabinsk,JP,gasoline,37583,309.0k,March,147.0k
37592,18,Old,Opel,Chelyabinsk,DE,gasoline,37592,204.0k,Astra GTC,490.0k
37596,4,Middle,Kia,Chelyabinsk,KR,gasoline,37596,14.3k,K5,3429.0k
37603,2,New,Kia,Chelyabinsk,KR,gasoline,37603,18.5k,Cerato,2999.0k
37607,18,Old,Mazda,Chelyabinsk,JP,gasoline,37607,328.0k,Mazda3,480.0k
37612,5,Middle,Kia,Chelyabinsk,KR,gasoline,37612,62.1k,Morning,1429.0k
37613,17,Old,Kia,Chelyabinsk,KR,gasoline,37613,230.0k,Spectra,429.0k
37614,12,Old,Chevrolet,Chelyabinsk,USA,gasoline,37614,131.0k,Aveo,649.0k
37620,2,New,Volkswagen,Chelyabinsk,DE,diesel,37620,34.5k,Touareg,9250.0k
37623,7,Middle,Lada,Ufa,RUS,gasoline,37623,82.7k,XRay,880.7k
37626,30,Old,Opel,Chelyabinsk,DE,gasoline,37626,215.0k,Omega,160.0k
37634,18,Old,Chevrolet,Chelyabinsk,USA,gasoline,37634,100.0k,Lacetti,400.0k
37638,3,New,Nissan,Chelyabinsk,JP,hybrid,37638,63.5k,Note,1849.9k
37645,8,Middle,Volkswagen,Chelyabinsk,DE,gasoline,37645,97.0k,Tiguan,1700.0k
37666,9,Middle,Toyota,Chelyabinsk,JP,gasoline,37666,145.0k,Camry,1995.0k
37667,18,Old,Toyota,Chelyabinsk,JP,gasoline,37667,434.0k,Corolla,640.0k
37681,4,Middle,Toyota,Chelyabinsk,JP,gasoline,37681,38.0k,RAV4,3800.0k
37693,6,Middle,Toyota,Chelyabinsk,JP,gasoline,37693,87.0k,Vitz,1119.0k
37700,3,New,Kia,Chelyabinsk,KR,gasoline,37700,57.7k,Cerato,2448.6k
37705,6,Middle,Mercedes-Benz,Chelyabinsk,DE,gasoline,37705,160.0k,GLC,3049.0k
37729,12,Old,Honda,Chelyabinsk,JP,hybrid,37729,123.0k,Freed,1190.0k
37730,3,New,Mitsubishi,Chelyabinsk,JP,gasoline,37730,32.5k,ASX,2686.0k
37757,11,Old,Mercedes-Benz,Chelyabinsk,DE,gasoline,37757,172.0k,S-Class,3750.0k
37770,5,Middle,Volkswagen,Chelyabinsk,DE,gasoline,37770,89.6k,Tiguan,2610.0k
37777,8,Middle,Mercedes-Benz,Chelyabinsk,DE,gasoline,37777,138.0k,GLS-Class,5850.0k
37785,5,Middle,Kia,Chelyabinsk,KR,gasoline,37785,62.0k,Optima,2599.0k
37787,5,Middle,Lada,Surgut,RUS,gasoline,37787,69.7k,XRay Cross,1192.0k
37789,5,Middle,Lada,Surgut,RUS,gasoline,37789,82.5k,XRay Cross,1450.0k
37792,18,Old,Ford,Chelyabinsk,USA,gasoline,37792,250.0k,S-MAX,688.0k
37799,13,Old,Mercedes-Benz,Chelyabinsk,DE,gasoline,37799,170.0k,S-Class,1400.0k
37800,16,Old,Mazda,Chelyabinsk,JP,gasoline,37800,188.0k,Mazda3,735.0k
37805,4,Middle,Lada,Ufa,RUS,gasoline,37805,26.1k,XRay Cross,1488.0k
37807,16,Old,Toyota,Chelyabinsk,JP,gasoline,37807,271.0k,Camry,1319.0k
37816,45,Old,ЛуАЗ,Surgut,UKR,gasoline,37816,44.4k,969,50.0k
37826,8,Middle,Hyundai,Chelyabinsk,KR,gasoline,37826,250,Solaris,1000.0k
37827,16,Old,Nissan,Chelyabinsk,JP,gasoline,37827,87.0k,Tiida,860.0k
37839,4,Middle,Mazda,Chelyabinsk,JP,gasoline,37839,89.7k,Mazda6,2680.0k
37841,1,New,Porsche,Chelyabinsk,DE,gasoline,37841,20,Cayenne,14950.0k
37845,14,Old,Kia,Chelyabinsk,KR,gasoline,37845,168.0k,Sportage,1365.0k
37853,7,Middle,Nissan,Chelyabinsk,JP,gasoline,37853,80.0k,Juke,1640.0k
37859,16,Old,Daewoo,Chelyabinsk,KR,gasoline,37859,1,Nexia,185.0k
37897,10,Old,Mazda,Chelyabinsk,JP,gasoline,37897,99.0k,CX-5,1890.0k
37898,7,Middle,Renault,Chelyabinsk,FR,gasoline,37898,190.0k,Kaptur,1150.0k
37904,5,Middle,Mercedes-Benz,Chelyabinsk,DE,gasoline,37904,23.0k,GLA-Class,3800.0k
37925,16,Old,Volkswagen,Chelyabinsk,DE,gasoline,37925,200.0k,Golf,650.0k
37928,4,Middle,Daihatsu,Chelyabinsk,JP,gasoline,37928,21.0k,Boon,1170.0k
37933,2,New,Moskvich,Kazan,RUS,gasoline,37933,16.8k,3,1734.0k
37935,16,Old,Toyota,Chelyabinsk,JP,gasoline,37935,312.4k,Camry,1029.0k
37967,5,Middle,Datsun,Chelyabinsk,JP,gasoline,37967,110.0k,on-DO,580.0k
37977,33,Old,Moskvich,Ufa,RUS,gasoline,37977,30.0k,412,80.0k
37989,17,Old,Hyundai,Chelyabinsk,KR,gasoline,37989,196.0k,Accent,444.0k
37990,12,Old,Toyota,Chelyabinsk,JP,gasoline,37990,72.0k,Vitz,960.0k
38001,9,Middle,Kia,Chelyabinsk,KR,gasoline,38001,117.6k,Ceed,1230.0k
38014,12,Old,Honda,Chelyabinsk,JP,gasoline,38014,99.8k,Freed,1245.0k
38025,10,Old,Kia,Chelyabinsk,KR,gasoline,38025,148.1k,Cerato,1260.0k
38036,4,Middle,Volkswagen,Chelyabinsk,DE,gasoline,38036,93.1k,Polo,1500.0k
38080,5,Middle,Toyota,Chelyabinsk,JP,gasoline,38080,100.0k,Corolla,2290.0k
38091,16,Old,TagAZ,Tomsk,RUS,gasoline,38091,205.2k,Tager,660.0k
38100,12,Old,Opel,Chelyabinsk,DE,gasoline,38100,192.0k,Astra,820.0k
38108,14,Old,Toyota,Chelyabinsk,JP,gasoline,38108,286.8k,Tundra,2900.0k
38121,8,Middle,Renault,Chelyabinsk,FR,gasoline,38121,30.0k,Duster,1600.0k
38149,16,Old,Mitsubishi,Chelyabinsk,JP,gasoline,38149,238.0k,Lancer,850.0k
38151,28,Old,UAZ,Surgut,RUS,gasoline,38151,200.0k,3151,220.0k
38153,19,Old,Mitsubishi,Chelyabinsk,JP,gasoline,38153,225.0k,Lancer,350.0k
38163,12,Old,Chevrolet,Chelyabinsk,USA,gasoline,38163,206.3k,Lacetti,485.0k
38182,20,Old,Ford,Chelyabinsk,USA,gasoline,38182,190.5k,Fusion,320.0k
38185,16,Old,Mitsubishi,Chelyabinsk,JP,gasoline,38185,175.0k,Toppo,350.0k
38189,18,Old,Pontiac,Chelyabinsk,USA,gasoline,38189,16.0k,Solstice,2200.0k
38193,18,Old,UAZ,Irkutsk,RUS,gasoline,38193,70.0k,3153,285.0k
38195,11,Old,Toyota,Chelyabinsk,JP,gasoline,38195,169.0k,RAV4,2300.0k
38197,11,Old,Volkswagen,Chelyabinsk,DE,gasoline,38197,365.1k,Passat,1120.0k
